証券コード,企業名,保有者名,最新保有割合(%),保有割合推移,保有目的,トリガー条件,報告書件数,グループ合算(%),共同保有者数,グループ合算推移
4005,住友化学株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),1.24,24/03: 1.05% → 24/07: 1.05% → 24/08: 1.07% → 26/01: 1.18% → 26/02: 1.20% → 26/07: 1.24%,純投資（投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,"ブラックロック・フィナンシャル・マネジメント・インク(BlackRock Financial Management, Inc.)",0.63,24/03: 0.17% → 24/07: 0.32% → 24/08: 0.59% → 26/01: 0.49% → 26/02: 0.59% → 26/07: 0.63%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,"ブラックロック・アドバイザーズ・エルエルシー(BlackRock Advisers, LLC)",0.53,24/07: 0.12% → 24/08: 0.24% → 26/01: 0.25% → 26/02: 0.63% → 26/07: 0.53%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,5,7.69,12,24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.30,24/03: 0.17% → 24/07: 0.18% → 24/08: 0.20% → 26/01: 0.26% → 26/02: 0.28% → 26/07: 0.30%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・インベストメント・マネジメント （オーストラリア）リミテッド(BlackRock Investment Management (Australia) Limited),0.24,24/03: 0.03% → 26/01: 0.16% → 26/02: 0.26% → 26/07: 0.24%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,4,7.69,12,24/03: 4.20% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.24,24/03: 0.02% → 24/07: 0.15% → 24/08: 0.23% → 26/01: 0.18% → 26/02: 0.31% → 26/07: 0.24%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.22,24/03: 0.10% → 24/07: 0.10% → 24/08: 0.11% → 26/01: 0.75% → 26/02: 0.81% → 26/07: 0.22%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・アドバイザーズ（UK）リミテッド(BlackRock Advisors (UK) Limited),0.16,24/03: 0.04% → 26/01: 0.11% → 26/02: 0.18% → 26/07: 0.16%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,4,7.69,12,24/03: 4.20% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.14,24/03: 0.19% → 24/07: 0.15% → 24/08: 0.16% → 26/01: 0.19% → 26/02: 0.19% → 26/07: 0.14%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.14,24/03: 0.21% → 24/07: 0.21% → 24/08: 0.22% → 26/01: 0.14% → 26/02: 0.14% → 26/07: 0.14%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,6,7.69,12,24/03: 4.20% → 24/07: 5.14% → 24/08: 6.30% → 26/01: 7.53% → 26/02: 8.91% → 26/07: 7.69%
4005,住友化学株式会社,ブラックロック・インベストメント・マネジメント・エルエルシー(BlackRock Investment Management LLC),0.01,24/03: 0.01%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,1,4.20,7,24/03: 4.20%
4005,住友化学株式会社,三井住友信託銀行株式会社,0.00,24/02: 0.00%,,A:賛成率低下 + C:会社提案否決,1,6.31,2,24/02: 6.31%
4005,住友化学株式会社,ブラックロック(ルクセンブルグ）エス・エー(BlackRock (Luxembourg) S.A.),0.00,24/03: 0.00%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下 + C:会社提案否決,1,4.20,7,24/03: 4.20%
4023,株式会社クレハ,明治安田生命保険相互会社,7.93,26/01: 7.93%,純投資（収益性を投資判断基準とする投資）,A:賛成率低下,1,7.93,1,26/01: 7.93%
4023,株式会社クレハ,モラント・ライト・マネジメント・リミテッド（Morant Wright Management Limited）,3.96,24/12: 5.11% → 25/06: 3.96% → 26/03: 5.11% → 26/03: 3.96%,投資一任契約に基づく純投資,A:賛成率低下,4,3.96,1,24/12: 5.11% → 25/06: 3.96% → 26/03: 5.11% → 26/03: 3.96%
4023,株式会社クレハ,レオス・キャピタルワークス株式会社,3.72,24/04: 3.72%,「投資一任契約」及び「投資信託委託契約」に基づく純投資,A:賛成率低下,1,3.72,1,24/04: 3.72%
4023,株式会社クレハ,株式会社みずほ銀行,2.98,24/04: 2.05% → 26/07: 2.98%,・発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの,A:賛成率低下,2,6.47,4,24/04: 5.22% → 26/07: 6.47%
4023,株式会社クレハ,みずほ信託銀行株式会社,1.99,24/04: 1.36% → 26/07: 1.99%,・発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの,A:賛成率低下,2,6.47,4,24/04: 5.22% → 26/07: 6.47%
4023,株式会社クレハ,株式会社エスグラントコーポレーション,1.56,24/03: 0.35% → 24/03: 0.35% → 24/04: 0.35% → 24/04: 1.22% → 24/05: 2.52% → 24/07: 3.45% → 24/11: 4.75% → 25/02: 5.80% → 25/03: 7.24% → 25/05: 8.40% → 25/06: 1.56%,投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,A:賛成率低下,11,1.85,3,24/03: 7.24% → 24/03: 8.34% → 24/04: 9.37% → 24/04: 10.48% → 24/05: 11.79% → 24/07: 13.10% → 24/11: 14.41% → 25/02: 15.46% → 25/03: 16.12% → 25/05: 16.80% → 25/06: 1.85%
4023,株式会社クレハ,アセットマネジメントOne株式会社,1.38,24/04: 1.81% → 26/07: 1.38%,・投資信託または投資一任契約に基づき投資権限を有するもの,A:賛成率低下,2,6.47,4,24/04: 5.22% → 26/07: 6.47%
4023,株式会社クレハ,野村絢,0.29,24/03: 6.90% → 24/03: 7.99% → 24/04: 9.02% → 24/04: 9.26% → 24/05: 9.26% → 24/07: 9.66% → 24/11: 9.66% → 25/02: 9.66% → 25/03: 0.00% → 25/05: 8.39% → 25/06: 0.29%,投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,A:賛成率低下,11,1.85,3,24/03: 7.24% → 24/03: 8.34% → 24/04: 9.37% → 24/04: 10.48% → 24/05: 11.79% → 24/07: 13.10% → 24/11: 14.41% → 25/02: 15.46% → 25/03: 16.12% → 25/05: 16.80% → 25/06: 1.85%
4023,株式会社クレハ,みずほ証券 株式会社,0.13,26/07: 0.13%,・ディーリング(短期売買)目的で保有するもの・レンディングその他取引に基づく一時的保有,A:賛成率低下,1,6.47,4,26/07: 6.47%
4023,株式会社クレハ,株式会社シティインデックスイレブンス,0.00,24/03: 0.00% → 24/03: 0.00% → 24/04: 0.00% → 24/04: 0.00% → 24/05: 0.00% → 24/07: 0.00% → 24/11: 0.00% → 25/02: 0.00% → 25/03: 0.00% → 25/05: 0.00% → 25/06: 0.00%,,A:賛成率低下,11,1.85,3,24/03: 7.24% → 24/03: 8.34% → 24/04: 9.37% → 24/04: 10.48% → 24/05: 11.79% → 24/07: 13.10% → 24/11: 14.41% → 25/02: 15.46% → 25/03: 16.12% → 25/05: 16.80% → 25/06: 1.85%
4023,株式会社クレハ,株式会社レノ,0.00,25/03: 8.87% → 25/05: 0.00%,,A:賛成率低下,2,16.80,4,25/03: 16.12% → 25/05: 16.80%
4027,テイカ株式会社,サマラン　ユーシッツ（SAMARANG UCITS）,4.43,25/04: 8.93% → 25/07: 7.73% → 25/08: 6.68% → 25/09: 5.50% → 26/01: 4.43%,純投資,A:賛成率低下,5,4.43,1,25/04: 8.93% → 25/07: 7.73% → 25/08: 6.68% → 25/09: 5.50% → 26/01: 4.43%
4027,テイカ株式会社,株式会社みずほ銀行,4.22,25/09: 4.22% → 25/09: 4.22% → 25/10: 4.22% → 26/02: 4.22%,発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの。,A:賛成率低下,4,6.59,3,25/09: 6.62% → 25/09: 6.61% → 25/10: 6.62% → 26/02: 6.59%
4027,テイカ株式会社,植島　幹九郎,3.65,26/03: 3.80% → 26/04: 4.21% → 26/04: 4.27% → 26/05: 3.48% → 26/07: 3.65%,投資及び建設的な対話（エンゲージメント）を通じた中長期的な企業価値の向上。発行者の企業価値の向上に資すると判断する場合には、一般的な可能性として重要提案行為等を行う可能性もある。なお、現時点において、具体的な提案として予定しているものはない。,A:賛成率低下,5,8.55,5,26/03: 5.03% → 26/04: 6.16% → 26/04: 7.20% → 26/05: 7.85% → 26/07: 8.55%
4027,テイカ株式会社,光通信株式会社,3.19,25/11: 4.22% → 25/12: 3.19%,純投資,A:賛成率低下,2,4.04,2,25/11: 5.02% → 25/12: 4.04%
4027,テイカ株式会社,株式会社ナチュラリ,2.91,26/03: 1.23% → 26/04: 1.33% → 26/04: 2.29% → 26/05: 2.83% → 26/07: 2.91%,投資及び建設的な対話（エンゲージメント）を通じた中長期的な企業価値の向上。発行者の企業価値の向上に資すると判断する場合には、一般的な可能性として重要提案行為等を行う可能性もある。なお、現時点において、具体的な提案として予定しているものはない。,A:賛成率低下,5,8.55,5,26/03: 5.03% → 26/04: 6.16% → 26/04: 7.20% → 26/05: 7.85% → 26/07: 8.55%
4027,テイカ株式会社,株式会社ＤＯＥ５パーセント,1.69,26/04: 0.35% → 26/04: 0.35% → 26/05: 1.25% → 26/07: 1.69%,投資及び建設的な対話（エンゲージメント）を通じた中長期的な企業価値の向上。発行者の企業価値の向上に資すると判断する場合には、一般的な可能性として重要提案行為等を行う可能性もある。なお、現時点において、具体的な提案として予定しているものはない。,A:賛成率低下,4,8.55,5,26/04: 6.16% → 26/04: 7.20% → 26/05: 7.85% → 26/07: 8.55%
4027,テイカ株式会社,みずほ証券 株式会社,1.30,25/09: 1.33% → 25/09: 1.33% → 25/10: 1.34% → 26/02: 1.30%,政策投資目的にて保有するもの。ディーリング(短期売買)目的で保有するもの。レンディングその他取引に基づく一時的保有。,A:賛成率低下,4,6.59,3,25/09: 6.62% → 25/09: 6.61% → 25/10: 6.62% → 26/02: 6.59%
4027,テイカ株式会社,アセットマネジメントOne株式会社,1.07,25/09: 1.07% → 25/09: 1.06% → 25/10: 1.06% → 26/02: 1.07%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,4,6.59,3,25/09: 6.62% → 25/09: 6.61% → 25/10: 6.62% → 26/02: 6.59%
4027,テイカ株式会社,株式会社アイビー,0.85,25/11: 0.80% → 25/12: 0.85%,純投資,A:賛成率低下,2,4.04,2,25/11: 5.02% → 25/12: 4.04%
4027,テイカ株式会社,株式会社ドリームキャリアホールディングス,0.30,26/04: 0.27% → 26/04: 0.29% → 26/05: 0.29% → 26/07: 0.30%,投資及び建設的な対話（エンゲージメント）を通じた中長期的な企業価値の向上。発行者の企業価値の向上に資すると判断する場合には、一般的な可能性として重要提案行為等を行う可能性もある。なお、現時点において、具体的な提案として予定しているものはない。,A:賛成率低下,4,8.55,5,26/04: 6.16% → 26/04: 7.20% → 26/05: 7.85% → 26/07: 8.55%
4027,テイカ株式会社,株式会社ＵＥＳＨＩＭＡ,0.01,26/07: 0.01%,投資及び建設的な対話（エンゲージメント）を通じた中長期的な企業価値の向上。発行者の企業価値の向上に資すると判断する場合には、一般的な可能性として重要提案行為等を行う可能性もある。なお、現時点において、具体的な提案として予定しているものはない。,A:賛成率低下,1,8.55,5,26/07: 8.55%
4078,堺化学工業株式会社,"エスエイチ・インベストメント・インク(SH Investment, Inc)",11.09,26/07: 13.66% → 26/07: 12.46% → 26/07: 12.46% → 26/07: 11.09% → 26/07: 13.66% → 26/07: 9.84% → 26/08: 8.26% → 26/08: 9.84% → 26/08: 12.46% → 26/08: 13.66% → 26/08: 11.09%,純投資,A:賛成率低下,11,11.09,1,26/07: 13.66% → 26/07: 12.46% → 26/07: 12.46% → 26/07: 11.09% → 26/07: 13.66% → 26/07: 9.84% → 26/08: 8.26% → 26/08: 9.84% → 26/08: 12.46% → 26/08: 13.66% → 26/08: 11.09%
4078,堺化学工業株式会社,シンプレクス・アセット・マネジメント株式会社,5.00,24/12: 7.15% → 25/01: 6.00% → 25/02: 5.00% → 25/02: 5.00%,投資一任契約または投資信託委託契約に基づく純投資,A:賛成率低下,4,5.00,1,24/12: 7.15% → 25/01: 6.00% → 25/02: 5.00% → 25/02: 5.00%
4078,堺化学工業株式会社,ゼナーアセットマネジメントエルエルピー（Zennor Asset Management LLP）,4.97,24/12: 7.05% → 25/09: 8.23% → 26/05: 9.29% → 26/06: 7.24% → 26/06: 4.97%,投資（投資一任契約に係る顧客資産の運用）を主な目的とするが、状況に応じて、運営及び資本の効率化に向けて、発行者の経営陣との意見交換や、重要提案行為等を行う場合がある。,A:賛成率低下,5,4.97,1,24/12: 7.05% → 25/09: 8.23% → 26/05: 9.29% → 26/06: 7.24% → 26/06: 4.97%
4078,堺化学工業株式会社,三井住友ＤＳアセットマネジメント株式会社,3.88,24/04: 3.92% → 25/09: 5.02% → 26/08: 3.88%,純投資（投資収益性を重視して行う投資）,A:賛成率低下,3,3.88,1,24/04: 4.09% → 25/09: 5.02% → 26/08: 3.88%
4078,堺化学工業株式会社,野村アセットマネジメント株式会社,3.59,25/04: 4.06% → 25/08: 4.00% → 25/11: 4.95% → 26/06: 3.59%,信託財産の運用として保有している。,A:賛成率低下,4,4.58,3,25/04: 5.41% → 25/08: 4.85% → 25/11: 5.15% → 26/06: 4.58%
4078,堺化学工業株式会社,アセットマネジメントOne株式会社,3.55,24/01: 6.20% → 24/08: 4.80% → 24/10: 3.55%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,3,3.83,2,24/01: 6.33% → 24/08: 5.07% → 24/10: 3.83%
4078,堺化学工業株式会社,三菱ＵＦＪ信託銀行株式会社,3.02,24/07: 2.83% → 24/07: 2.94% → 24/09: 3.02%,政策投資・純投資,A:賛成率低下,3,4.83,3,24/07: 5.26% → 24/07: 5.95% → 24/09: 4.83%
4078,堺化学工業株式会社,三井住友トラスト・アセットマネジメント株式会社,2.97,24/03: 4.86% → 24/05: 5.93% → 25/09: 5.34% → 25/11: 3.84% → 26/06: 2.97%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,5,4.42,2,24/03: 6.14% → 24/05: 7.27% → 25/09: 6.69% → 25/11: 5.45% → 26/06: 4.42%
